,Title,Rating,RTCritic,RTFan,IMDb,Metacritic,BoxOffice,Year,Action,Animation,Family,Scifi,Comedy,Drama,Romance,Horror,Mystery,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count,allFans,allCritics,aggregate_rating,profit_pct,profit_margin
175,Winter's Tale,PG13,13,43,62.0,31,12.726233310000001,2014,0,0,0,1,0,1,0,0,1,Winter's Tale,60.6,7.363527,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}]",2014-02-13,30800231.0,118.0,Released,This is not a true story. This is true love.,6.0,501.0,52.5,22.0,37.25,0.21000385000000002,-3.761817461917959
176,The Amazing Spider-Man 2,PG13,52,64,67.0,53,204.88247233,2014,1,0,0,1,0,1,0,0,0,The Amazing Spider-Man 2,202.0,26.23687,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Avi Arad Productions', 'id': 31828}, {'name': 'Matt Tolmach Productions', 'id': 53462}]",2014-04-16,705717432.0,142.0,Released,No more secrets.,6.5,4274.0,65.5,52.5,59.0,1.014269665,0.014068906418491836
177,Sex Tape,R,17,33,51.0,36,38.92890773,2014,0,0,0,0,1,0,0,0,0,Sex Tape,40.4,27.470696,"[{'name': 'Escape Artists', 'id': 1423}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'LStar Capital', 'id': 34034}]",2014-07-17,126069509.0,97.0,Released,A movie about a movie they don't want you to see.,5.2,1733.0,42.0,26.5,34.25,0.963586825,-0.0377891997433651
178,The Maze Runner,PG13,65,68,68.0,57,103.45214062000001,2014,1,0,0,1,0,0,0,0,1,The Maze Runner,34.34,76.93789,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Gotham Group', 'id': 3672}, {'name': 'Dayday Films', 'id': 8569}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}]",2014-09-10,348319861.0,113.0,Released,Run - Remember - Survive,7.0,5540.0,68.0,61.0,64.5,3.0125841764705883,0.6680590677563883
179,Transformers: Age of Extinction,PG13,18,51,57.0,32,247.89346676,2014,1,0,0,1,0,0,0,0,0,Transformers: Age of Extinction,212.1,18.495599,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'China Movie Channel', 'id': 11413}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Ian Bryce Productions', 'id': 38833}, {'name': 'Revolution Sun Studios', 'id': 76043}]",2014-06-25,1091405097.0,165.0,Released,This is not war. It's extinction.,5.8,3136.0,54.0,25.0,39.5,1.1687575047619048,0.14439052076613915
180,The Expendables 3,PG13,32,49,61.0,35,39.715769439999995,2014,1,0,0,0,0,0,0,0,0,The Expendables 3,90.9,14.753545,"[{'name': 'Davis-Films', 'id': 342}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'LionsGate', 'id': 7571}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Ex3 Productions', 'id': 28384}, {'name': 'Fipex Holding', 'id': 40822}]",2014-08-04,206172544.0,127.0,Released,New team. New attitude. New mission.,6.1,1830.0,55.0,33.5,44.25,0.4369171555555555,-1.2887634126622127
181,If I Stay,PG13,35,61,68.0,46,50.97959143,2014,0,0,0,0,0,1,0,0,0,If I Stay,11.11,9.659244,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2014-08-21,78874843.0,106.0,Released,Live for Love.,7.3,1415.0,64.5,40.5,52.5,4.588622090909091,0.7820696539858479
182,Wild,R,90,75,71.0,76,38.25915956,2014,0,0,0,0,0,1,0,0,0,Wild,15.15,11.209154,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Pacific Standard', 'id': 15829}, {'name': 'bob industries', 'id': 93542}]",2014-12-05,52501541.0,115.0,Released,,7.0,961.0,73.0,83.0,78.0,2.5253570666666665,0.6040163930877525
183,The Assassin,NR,80,48,63.0,80,0.6388674200000001,2015,1,0,0,0,0,1,0,0,0,The Assassin,15.15,6.294815,"[{'name': 'Media Asia Films', 'id': 5552}, {'name': 'Sil-Metropole Organisation', 'id': 5686}, {'name': 'Central Motion Pictures', 'id': 25345}, {'name': 'Zhejiang Huace Film & TV', 'id': 85047}, {'name': 'China Dream Film Culture Industry', 'id': 85048}, {'name': 'SpotFilms', 'id': 85049}]",2015-08-27,632542.0,105.0,Released,,6.6,158.0,55.5,80.0,67.75,0.04216946666666667,-22.713840345779406
184,Tomorrowland,PG,50,49,65.0,60,94.37068522,2015,0,0,0,1,0,0,0,0,0,Tomorrowland,191.9,22.296076,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Babieka', 'id': 20656}, {'name': 'A113', 'id': 59778}]",2015-05-19,209154322.0,130.0,Released,Imagine a world where nothing is impossible.,6.2,2904.0,57.0,55.0,56.0,0.49177011578947366,-1.0334704527432064
185,We Are Your Friends,R,40,42,62.0,46,3.6273311699999997,2015,0,0,0,0,0,1,0,0,0,We Are Your Friends,6.06,9.023686,"[{'name': 'Working Title Films', 'id': 10163}]",2015-08-26,11122090.0,96.0,Released,The world is yours.,6.3,673.0,52.0,43.0,47.5,0.5985695,-0.6706497741699168
186,Cinderella,PG,83,78,70.0,67,203.16286653,2015,0,0,1,1,0,0,1,0,0,Cinderella,95.0,14.436858,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]",1950-03-04,263591415.0,74.0,Released,The greatest love story ever told.,6.8,1760.0,74.0,75.0,74.5,2.1385564897894738,0.532394863182481
187,The Revenant,R,80,84,80.0,76,185.47427294,2015,1,0,0,0,0,1,0,0,0,The Revenant,136.35,23.501228,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Appian Way', 'id': 562}, {'name': 'CatchPlay', 'id': 8870}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Hong Kong Alpha Motion Pictures Co.', 'id': 13796}, {'name': 'RatPac Entertainment', 'id': 28732}, {'name': 'M Productions', 'id': 52660}, {'name': 'Monarchy Enterprises S.a.r.l.', 'id': 77845}]",2015-12-25,532950503.0,156.0,Released,"(n. One who has returned, as if from the dead.)",7.3,6558.0,82.0,78.0,80.0,1.3602806962962963,0.26485761157770626
188,Love the Coopers,PG13,19,36,57.0,31,26.56575831,2015,0,0,0,0,1,0,0,0,0,Love the Coopers,17.17,5.660649,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'CBS Films', 'id': 5490}]",2015-11-12,42426912.0,107.0,Released,"Christmas means comfort, joy and chaos.",5.4,169.0,46.5,25.0,35.75,1.5472194705882352,0.35367928144039484
189,The Transporter Refueled,PG13,15,30,51.0,32,16.1899667,2015,1,0,0,0,0,0,0,0,0,The Transporter Refueled,25.25,11.007319,"[{'name': 'EuropaCorp', 'id': 6896}]",2015-09-03,72629670.0,96.0,Released,He Delivers.,5.3,573.0,40.5,23.5,32.0,0.6411868,-0.5596079020965498
190,Max,PG,35,70,68.0,47,43.082817549999994,2015,1,0,0,0,0,0,0,0,0,Max,11.11,5.740474,"[{'name': 'Film Council', 'id': 246}, {'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'AAMPI Inc.', 'id': 2771}, {'name': 'Bioskop Film', 'id': 5982}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'H2O Motion Pictures', 'id': 11875}, {'name': 'Aconit Pictures', 'id': 52620}, {'name': 'JAP Films', 'id': 52621}, {'name': 'Natural Nylon II', 'id': 52622}]",2002-09-10,0.0,106.0,Released,Art + Politics = Power,6.2,39.0,69.0,41.0,55.0,3.8778413636363633,0.7421245723516985
191,Strangerland,R,39,24,52.0,42,0.01764672,2015,0,0,0,0,0,1,0,0,1,Strangerland,10.1,5.975657,"[{'name': 'Worldview Entertainment', 'id': 9015}]",2015-07-01,17472.0,111.0,Released,To find the truth they must lose themselves.,5.1,90.0,38.0,40.5,39.25,0.0017472000000000002,-571.3443223443223
192,Unfinished Business,R,11,26,54.0,32,10.32169601,2015,0,0,0,0,1,0,0,0,0,Unfinished Business,35.35,10.24952,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'New Regency Pictures', 'id': 10104}]",2015-03-05,14431253.0,91.0,Released,Best business trip ever.,5.0,322.0,40.0,21.5,30.75,0.29198574285714285,-2.424824754163633
193,While We're Young,R,84,51,63.0,77,7.657885650000001,2015,0,0,0,0,1,1,0,0,0,While We're Young,10.1,9.42755,"[{'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'A24', 'id': 41077}]",2015-04-03,7587485.0,97.0,Released,Life Never Gets Old.,5.8,387.0,57.0,80.5,68.75,0.7582065000000001,-0.31890190864889695
194,Black Mass,R,73,68,69.0,68,63.20143478,2015,0,0,0,0,0,1,0,0,0,Black Mass,53.53,10.61072,"[{'name': 'Infinitum Nihil', 'id': 2691}, {'name': 'Head Gear Films', 'id': 5056}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Free State Pictures', 'id': 40106}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'Vendian Entertainment', 'id': 50481}]",2015-09-04,98837872.0,122.0,Released,Keep your enemies close.,6.3,1262.0,68.5,70.5,69.5,1.1806731698113206,0.1530255573099823
195,Focus,R,56,53,66.0,56,54.40159263,2015,0,0,0,0,1,1,0,0,0,Focus,50.601,10.035362,"[{'name': 'Kramer & Sigman Films', 'id': 21914}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}, {'name': 'Zaftig Films', 'id': 47586}]",2015-02-25,153962963.0,105.0,Released,Never Drop The Con.,6.7,2588.0,59.5,56.0,57.75,1.0751090419161677,0.06986178981650162
196,The Gift,R,92,75,71.0,77,44.22513765,2015,0,0,0,0,0,0,0,0,1,The Gift,10.1,7.886926,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Alphaville Films', 'id': 11462}]",2000-12-22,12008642.0,111.0,Released,The only witness to the crime was not even there.,6.4,288.0,73.0,84.5,78.75,4.3787265,0.771623096350046
197,Furious 7,PG13,80,82,72.0,67,354.54323910000005,2015,1,0,0,0,0,0,0,0,1,Furious 7,191.9,27.275687,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'One Race Films', 'id': 7154}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Québec Production Services Tax Credit', 'id': 86352}, {'name': 'Media Rights Capital (MRC)', 'id': 86655}, {'name': 'Abu Dhabi Film Commission', 'id': 87857}, {'name': 'Colorado Office of Film, Television & Media', 'id': 87858}]",2015-04-01,1506249360.0,137.0,Released,Vengeance Hits Home,7.3,4253.0,77.0,73.5,75.25,1.8475416315789477,0.4587402075776884
198,Miracles from Heaven,PG,43,81,70.0,44,61.705123,2016,0,0,0,0,0,1,0,0,0,Miracles from Heaven,16.0,7.528099,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Sony Pictures Entertainment', 'id': 5752}]",2016-03-17,73883359.0,117.0,Released,How do we explain the impossible?,6.8,191.0,75.5,43.5,59.5,3.8565701875,0.7407022428267422
199,Eddie the Eagle,PG13,81,82,74.0,54,15.789389,2016,0,0,0,0,0,1,0,0,0,Eddie the Eagle,23.0,7.528276,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'Saville Productions', 'id': 73620}]",2016-02-26,46152411.0,106.0,Released,"Win or lose, always aim high",7.2,682.0,78.0,67.5,72.75,0.6864951739130435,-0.4566744792974573
200,Ben-Hur,PG13,25,53,57.0,38,26.410477,2016,0,0,0,0,0,1,0,0,0,Ben-Hur,15.0,14.319743,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1959-12-26,146900000.0,212.0,Released,The entertainment experience of a lifetime.,7.5,660.0,55.0,31.5,43.25,1.7606984666666667,0.4320435787661086
201,The Infiltrator,R,70,71,70.0,66,15.436808,2016,0,0,0,0,0,1,0,0,0,The Infiltrator,25.0,11.504398,"[{'name': 'Good Films', 'id': 68620}]",2016-07-13,15436808.0,127.0,Released,The true story of one man against the biggest drug cartel in history.,6.6,592.0,70.5,68.0,69.25,0.61747232,-0.6195057942030503
202,"Hail, Caesar!",PG13,85,44,63.0,72,30.080225,2016,0,0,0,0,1,0,0,0,0,"Hail, Caesar!",22.0,11.241366,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Working Title Films', 'id': 10163}]",2016-02-05,63647656.0,106.0,Released,Lights. Camera. Abduction.,5.7,1338.0,53.5,78.5,66.0,1.3672829545454546,0.2686224920192585
203,The Young Messiah,PG,46,65,55.0,33,6.469813,2016,0,0,0,0,0,1,0,0,0,The Young Messiah,18.5,1.729199,"[{'name': 'Focus Features', 'id': 10146}]",2016-03-10,6490401.0,120.0,Released,"Before he was the savior, he was a child.",6.4,30.0,60.0,39.5,49.75,0.3497196216216216,-1.859433495218486
204,The 5th Wave,PG13,15,38,52.0,33,34.912982,2016,1,0,0,1,0,0,0,0,1,The 5th Wave,38.0,10.788263,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'GK Films', 'id': 3281}, {'name': 'Material Pictures', 'id': 12139}, {'name': 'LStar Capital', 'id': 34034}]",2016-01-14,109906372.0,112.0,Released,Protect Your Own,5.6,1993.0,45.0,24.0,34.5,0.9187626842105263,-0.08842034747991451
205,Jason Bourne,PG13,56,56,66.0,58,162.19292,2016,1,0,0,0,0,1,0,0,0,Jason Bourne,120.0,19.133256,"[{'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Captivate Entertainment', 'id': 25716}, {'name': 'Pearl Street Films', 'id': 29313}, {'name': 'Double Negative', 'id': 31922}, {'name': 'Perfect World (Beijing) Pictures Co.', 'id': 83871}]",2016-07-27,415484914.0,123.0,Released,You know his name,5.9,2386.0,61.0,57.0,59.0,1.3516076666666665,0.26014033164949485
206,Allegiant,PG13,13,42,57.0,33,66.184051,2016,1,0,0,1,0,0,1,0,0,Allegiant,110.0,18.386172,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Red Wagon Entertainment', 'id': 14440}]",2016-03-09,179246868.0,121.0,Released,Break the boundaries of your world,5.9,2064.0,49.5,23.0,36.25,0.6016731909090909,-0.6620318390604408
207,Pride and Prejudice and Zombies,PG13,43,44,58.0,45,10.907291,2016,0,0,0,0,1,0,1,1,0,Pride and Prejudice and Zombies,28.0,7.954623,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Handsomecharlie Films', 'id': 8873}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Panorama Media', 'id': 13395}, {'name': 'QC Entertainment', 'id': 72725}]",2016-02-04,16374328.0,108.0,Released,Bloody lovely.,5.5,662.0,51.0,44.0,47.5,0.38954610714285715,-1.5670902151597494
208,13 Hours: The Secret Soldiers of Benghazi,R,50,82,73.0,48,52.853219,2016,1,0,0,0,0,1,0,0,0,13 Hours: The Secret Soldiers of Benghazi,50.0,18.022579,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': '3 Arts Entertainment', 'id': 787}, {'name': 'Bay Films', 'id': 6734}, {'name': 'Latina Pictures', 'id': 19108}, {'name': 'Dune Films', 'id': 19477}]",2016-01-13,69411370.0,144.0,Released,"When everything went wrong, six men had the courage to do what was right.",7.0,963.0,77.5,49.0,63.25,1.0570643800000001,0.053983826415568044
209,Race,PG13,61,77,71.0,56,19.115191,2016,0,0,0,0,0,1,0,0,0,Race,5.0,7.979302,"[{'name': 'Forecast Pictures', 'id': 12686}, {'name': 'Solofilms', 'id': 50083}, {'name': 'JoBro Productions & Film Finance', 'id': 50084}, {'name': 'Trinity Race', 'id': 78218}]",2016-02-19,24804129.0,134.0,Released,The incredible true story of gold medal champion Jesse Owens,7.0,492.0,74.0,58.5,66.25,3.8230382,0.7384279340970226
210,God's Not Dead 2,PG,9,63,43.0,22,20.773069,2016,0,0,0,0,0,1,0,0,0,God's Not Dead 2,5.0,5.957998,"[{'name': 'Pure Flix Productions', 'id': 79986}]",2016-04-01,23507567.0,121.0,Released,,5.6,73.0,53.0,15.5,34.25,4.1546138,0.7593037408194234
211,The Purge: Election Year,R,54,48,60.0,55,79.04244,2016,1,0,0,0,0,0,0,1,1,The Purge: Election Year,10.0,13.1789,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Blumhouse Productions', 'id': 3172}]",2016-06-29,118587880.0,105.0,Released,Keep America great,6.1,1356.0,54.0,54.5,54.25,7.904244,0.8734856869297051
212,Warcraft,PG13,28,77,69.0,32,47.225655,2016,1,0,0,1,0,0,0,0,0,Warcraft,160.0,12.572718,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Blizzard Entertainment', 'id': 16028}]",2016-05-25,433677183.0,123.0,Released,Two worlds. One home.,6.3,2325.0,73.0,30.0,51.5,0.29516034375,-2.387989007246167
